0.0 0x 0y 0z 1x 1y 1z 2x 2y 2z 3x 3y 3z 4x 4y 4z 5x 5y 5z 6x 6y 6z 7x 7y 7z 8x 8y 8z 9x 9y 9z 10x 10y 10z 11x 11y 11z 12x 12y 12z 13x 13y 13z 14x 14y 14z 15x 15y 15z 16x 16y 16z 17x 17y 17z 18x 18y 18z 19x 19y 19z 20x 20y 20z 21x 21y 21z 22x 22y 22z 23x 23y 23z 24x 24y 24z 25x 25y 25z 26x 26y 26z 27x 27y 27z 28x 28y 28z 29x 29y 29z 30x 30y 30z 31x 31y 31z 32x 32y 32z 33x 33y 33z 34x 34y 34z 35x 35y 35z 36x 36y 36z 37x 37y 37z 38x 38y 38z 39x 39y 39z 40x 40y 40z 41x 41y 41z 42x 42y 42z 43x 43y 43z 44x 44y 44z 45x 45y 45z 46x 46y 46z 47x 47y 47z 48x 48y 48z 49x 49y 49z 50x 50y 50z 51x 51y 51z 52x 52y 52z 53x 53y 53z 54x 54y 54z 55x 55y 55z 56x 56y 56z 57x 57y 57z 58x 58y 58z 59x 59y 59z 60x 60y 60z 61x 61y 61z 62x 62y 62z 63x 63y 63z 64x 64y 64z 65x 65y 65z 66x 66y 66z 67x 67y 67z 68x 68y 68z 69x 69y 69z 70x 70y 70z 71x 71y 71z 72x 72y 72z 73x 73y 73z 74x 74y 74z 75x 75y 75z 76x 76y 76z 77x 77y 77z 78x 78y 78z 79x 79y 79z 80x 80y 80z 81x 81y 81z 82x 82y 82z 83x 83y 83z 84x 84y 84z 85x 85y 85z 86x 86y 86z 87x 87y 87z 88x 88y 88z 89x 89y 89z 90x 90y 90z 91x 91y 91z 92x 92y 92z 93x 93y 93z 94x 94y 94z 95x 95y 95z 96x 96y 96z 97x 97y 97z 98x 98y 98z 99x 99y 99z
1390385264.271 317.188 221.693 1204 315.274 218.754 1204 311.968 216.879 1216 308.264 216.381 1221 305.025 217.324 1221 307.168 219.419 1221 310.515 220.945 1212 314.069 221.649 1204 332.61 227.005 1243 335.75 225.958 1247 339.436 226.367 1256 342.389 228.054 1265 343.686 230.441 0 341.259 230.893 1261 338.164 230.3 1256 335.1 228.798 1247 321.215 214.677 1208 315.409 211.29 1216 308.658 208.718 1225 303.361 209.292 1225 299.287 211.272 1221 300.353 212.744 1221 304.126 211.862 1221 308.223 212.023 1225 313.951 214.142 1212 319.442 216.931 1204 334.642 219.573 1243 340.429 220.209 1256 346.332 221.835 0 349.561 224.992 1536 350.813 228.364 1542 349.143 228.744 1542 347.627 226.511 0 344.928 224.639 0 340.066 223.264 1256 334.809 222.359 1247 321.987 223.234 1221 320.353 227.915 1225 317.855 231.321 1225 314.214 233.246 1225 313.875 237.534 1229 319.875 239.676 1238 323.888 241.012 1247 328.009 241.78 1256 329.821 238.229 1247 328.415 234.431 1238 328.252 230.137 1238 329.297 225.507 1234 305.869 245.428 1225 310.563 245.17 1234 315.641 245.213 1243 319.069 247.08 1247 322.778 247.624 1256 325.35 249.715 1265 327.045 252.08 1371 324.337 253.112 1355 321.003 253.334 1334 316.671 252.451 1261 311.987 250.586 1238 308.499 248.322 1234 308.827 246.288 1229 313.408 247.535 1238 317.985 249.162 1252 321.907 250.224 1252 324.744 251.225 1371 321.807 250.176 1252 317.881 249.128 1252 313.324 247.517 1238 291.081 212.583 1225 289.168 220.32 1225 287.975 228.388 1238 287.244 236.326 1243 287.802 243.728 1247 290.26 250.47 1247 294.001 255.215 1261 298.597 259.6 1275 304.434 263.173 1299 311.371 265.959 1304 317.837 266.206 1314 323.294 264.766 1319 327.825 262.054 1329 332.161 258.774 1355 336.491 253.837 1522 340.038 248.472 1522 343.238 242.749 1529 345.769 237.009 1536 347.824 230.638 1536 311.184 219.131 1208 338.549 228.477 1256 321.994 237.154 1238 322.76 212.155 1212 316.737 208.68 1221 309.008 205.838 1225 302.403 206.513 1225 297.831 208.686 1225 334.919 216.668 1243 340.961 217.36 1256 347.891 219.372 0 352.21 223.51 1542 353.764 227.444 1549
1390385264.333 317.714 224.041 1204 315.33 221.738 1204 312.177 220.266 1208 308.814 219.422 1221 305.664 219.333 1221 308.048 221.283 1225 311.146 222.689 1212 314.479 223.58 1204 333.929 229.529 1243 336.861 229.215 1252 340.044 230.021 1256 342.75 231.351 0 344.599 233.147 0 341.982 233.15 0 339.101 232.374 1256 336.293 231.074 1252 321.175 217.151 1208 315.98 213.776 1212 310.055 211.022 1221 305.182 210.981 1225 301.219 212.191 1221 301.562 214.147 1221 305.43 213.924 1225 309.428 214.599 1221 314.652 216.712 1208 319.682 219.495 1204 335.884 222.769 1243 340.897 223.008 1256 345.813 223.816 0 348.919 225.975 1542 350.386 228.615 1542 349.096 230.149 1536 347.152 228.369 1542 344.346 227.037 0 340.211 226.087 1256 335.605 225.421 1243 322.992 225.719 1216 321.266 230.611 1225 318.465 234.276 1225 314.213 236.244 1225 313.691 240.396 1229 319.872 243.505 1238 324.327 244.936 1252 328.699 245.42 1261 330.484 241.905 1252 329.008 237.799 1243 329.002 232.87 1238 330.11 228.016 1234 307.395 247.218 1229 311.72 247.29 1234 316.295 247.73 1243 319.435 249.57 1247 322.832 249.922 1252 325.691 251.855 0 328.321 253.842 1371 324.963 255.932 1350 321.471 256.691 1339 317.177 255.903 1261 312.77 253.824 1243 309.712 250.989 1229 310.018 248.376 1234 314.089 249.855 1238 318.36 251.644 1252 322.419 252.601 1256 326 253.469 1366 322.643 252.936 1256 318.619 251.773 1252 314.147 249.996 1238 291.011 214.976 1225 289.266 222.653 1225 288.205 230.519 1234 287.745 238.327 1243 288.675 245.475 1247 291.149 251.703 1243 294.818 256.987 1256 299.45 261.691 1284 305.322 265.507 1299 312.189 268.198 1299 318.842 268.408 1309 324.119 266.376 1314 328.523 263.387 1329 332.593 260.059 1344 336.488 255.93 1371 340.163 251.099 1522 343.724 245.888 1522 346.635 240.386 1536 348.75 234.311 1536 311.671 221.544 1212 339.445 231.233 1256 322.345 240.56 1238 322.964 214.4 1212 317.572 210.908 1216 310.797 207.833 1225 304.756 207.745 1225 300.312 209.058 1221 336.141 219.511 1247 341.337 219.798 1256 347.092 220.868 0 351.339 223.834 1542 353.234 227.049 1542
1390385264.396 318.203 225.094 1204 315.867 222.772 1208 312.731 221.293 1208 309.356 220.472 1216 306.184 220.426 1221 308.586 222.385 1216 311.681 223.79 1208 315.006 224.669 1204 334.361 230.591 1238 337.275 230.27 1247 340.435 231.059 1252 343.094 232.391 0 344.883 234.207 0 342.31 234.222 0 339.464 233.454 1252 336.688 232.155 1243 321.785 217.93 1208 316.6 214.579 1212 310.705 211.873 1225 305.822 211.838 1221 301.849 213.062 1221 302.107 215.029 1216 306.045 214.78 1221 310.077 215.446 1221 315.297 217.538 1212 320.337 220.324 1204 336.405 223.575 1247 341.328 223.818 1252 346.137 224.637 0 349.153 226.785 1549 350.561 229.412 1542 349.291 230.959 1542 347.408 229.171 0 344.674 227.834 0 340.62 226.889 1256 336.083 226.23 1243 323.48 226.78 1216 321.8 231.643 1221 319.046 235.274 1221 314.819 237.252 1225 314.367 241.401 1229 320.614 244.472 1238 325.039 245.874 1252 329.34 246.344 1256 331.113 242.852 1247 329.646 238.786 1238 329.585 233.893 1234 330.631 229.057 1234 307.981 248.144 1229 312.399 248.206 1234 317.055 248.644 1243 320.206 250.483 1247 323.585 250.828 1252 326.375 252.754 1360 328.874 254.773 1366 325.611 256.822 1350 322.178 257.57 1334 317.953 256.789 1261 313.537 254.768 1243 310.403 251.97 1234 310.571 249.264 1229 314.834 250.782 1238 319.134 252.573 1252 323.136 253.507 1261 326.624 254.393 1355 323.334 253.834 1261 319.379 252.659 1252 314.864 250.909 1238 290.965 216.346 1225 289.212 224.19 1225 288.183 232.159 1234 287.794 240.016 1243 288.882 247.143 1247 291.536 253.284 1247 295.378 258.483 1261 300.168 263.058 1289 306.168 266.737 1299 313.075 269.257 1299 319.601 269.319 1299 324.711 267.167 1309 328.971 264.161 1329 332.937 260.809 1344 336.695 256.695 1366 340.294 251.915 1522 343.759 246.77 1522 346.556 241.333 1536 348.604 235.381 1536 312.202 222.613 1208 339.814 232.294 1252 322.998 241.532 1238 323.556 215.189 1212 318.172 211.72 1212 311.432 208.698 1225 305.39 208.62 1225 300.936 209.949 1221 336.672 220.336 1243 341.79 220.632 1252 347.445 221.726 0 351.589 224.692 1542 353.415 227.898 1549
1390385264.474 318.521 225.195 1204 316.176 222.921 1208 313.055 221.478 1212 309.722 220.665 1221 306.571 220.597 1221 308.965 222.547 1221 312.046 223.944 1212 315.347 224.805 1208 334.602 230.642 1238 337.492 230.319 1243 340.638 231.086 1252 343.303 232.399 0 345.119 234.191 0 342.555 234.226 0 339.708 233.478 1247 336.931 232.195 1243 322.089 217.937 1204 317.023 214.656 1212 311.256 212.023 1225 306.436 211.923 1221 302.487 213.091 1221 302.629 215.07 1216 306.587 214.868 1221 310.607 215.559 1225 315.739 217.609 1212 320.707 220.363 1204 336.675 223.52 1243 341.566 223.741 1252 346.387 224.546 1270 349.414 226.663 0 350.841 229.271 1542 349.598 230.85 1542 347.698 229.075 0 344.96 227.745 1261 340.89 226.805 1252 336.339 226.154 1243 323.672 226.857 1208 321.938 231.721 1216 319.153 235.35 1221 314.915 237.333 1225 314.427 241.485 1225 320.642 244.609 1238 325.092 246.025 1252 329.422 246.429 1256 331.174 242.971 1252 329.718 238.912 1238 329.707 234.021 1238 330.817 229.164 1234 307.699 247.937 1229 312.191 248.19 1234 316.889 248.747 1238 320.036 250.607 1247 323.431 250.953 1252 326.26 252.8 1261 328.78 254.737 1366 325.461 256.743 1355 321.995 257.469 1339 317.769 256.68 1256 313.36 254.677 1243 310.19 251.872 1234 310.154 249.066 1229 314.616 250.767 1238 318.988 252.626 1247 323.031 253.535 1261 326.587 254.393 1355 323.203 253.863 1261 319.186 252.695 1247 314.58 250.898 1238 291.158 216.602 1225 289.346 224.544 1229 288.261 232.548 1238 287.848 240.407 1243 288.951 247.483 1252 291.63 253.57 1252 295.447 258.692 1261 300.179 263.196 1284 306.102 266.821 1299 312.906 269.262 1299 319.364 269.322 1299 324.485 267.202 1309 328.764 264.249 1324 332.788 260.942 1344 336.618 256.855 1366 340.291 252.09 1515 343.839 246.94 1522 346.718 241.43 1529 348.851 235.413 1536 312.55 222.769 1212 340.043 232.317 1247 323.068 241.639 1238 323.855 215.213 1208 318.586 211.812 1216 311.996 208.87 1225 306.044 208.719 1221 301.611 209.988 1221 336.913 220.302 1243 341.996 220.572 1252 347.655 221.641 1270 351.807 224.562 0 353.655 227.743 1549
1390385264.521 320.035 225.381 1200 317.783 223.126 1204 314.747 221.626 1208 311.456 220.734 1221 308.305 220.564 1221 310.662 222.544 1221 313.682 224.001 1212 316.909 224.941 1208 335.697 231.167 1238 338.515 230.972 1247 341.547 231.822 1252 344.081 233.164 0 345.77 234.946 0 343.287 234.912 0 340.556 234.103 1252 337.902 232.774 1243 324.01 218.004 1208 319.069 214.61 1212 313.446 211.884 1225 308.657 211.682 1225 304.677 212.721 1221 304.768 214.722 1221 308.723 214.622 1225 312.721 215.406 1225 317.718 217.556 1216 322.541 220.399 1204 338.038 223.886 1243 342.696 224.199 1252 347.212 225.079 0 350.06 227.157 0 351.379 229.706 1542 350.141 231.284 1536 348.345 229.53 0 345.746 228.198 1261 341.928 227.217 1252 337.632 226.509 1243 325.208 227.147 1216 323.407 231.866 1216 320.592 235.335 1221 316.344 237.197 1221 315.838 241.307 1225 322.129 244.519 1243 326.444 246.018 1252 330.623 246.581 1261 332.467 243.179 1252 331.124 239.068 1243 331.109 234.294 1238 332.162 229.572 1238 308.772 247.608 1225 313.453 247.776 1229 318.302 248.398 1243 321.437 250.285 1247 324.78 250.766 1256 327.457 252.73 1261 329.7 254.883 1360 326.368 256.995 1350 322.945 257.768 1355 318.749 256.953 1256 314.322 254.784 1243 311.167 251.782 1229 311.179 248.775 1229 315.806 250.383 1238 320.283 252.316 1247 324.268 253.395 1261 327.579 254.51 1360 324.267 254.124 1261 320.238 252.939 1247 315.561 250.929 1238 292.641 215.893 1229 290.626 223.599 1229 289.312 231.421 1238 288.685 239.206 1243 289.6 246.323 1252 292.114 252.505 1247 295.868 257.82 1261 300.614 262.538 1280 306.547 266.416 1299 313.419 269.101 1294 319.839 269.27 1299 324.937 267.132 1309 329.263 264.167 1324 333.322 260.873 1344 337.135 256.917 1371 340.822 252.291 1515 344.293 247.307 1522 347.025 242 1529 349.051 236.248 1536 314.197 222.864 1212 340.919 232.983 1252 324.445 241.65 1238 325.813 215.375 1208 320.672 211.856 1216 314.241 208.803 1225 308.351 208.526 1225 303.907 209.65 1221 338.335 220.737 1243 343.197 221.107 1252 348.524 222.271 0 352.446 225.149 1542 354.167 228.271 1542
1390385264.583 321.707 225.565 1204 319.536 223.286 1200 316.568 221.722 1212 313.321 220.764 1221 310.203 220.536 1221 312.498 222.534 1221 315.459 224.047 1212 318.626 225.058 1208 337.081 231.709 1238 339.87 231.584 1243 342.85 232.503 1256 345.326 233.905 1270 346.944 235.727 1536 344.487 235.617 0 341.808 234.741 1252 339.218 233.357 1247 325.95 218.098 1208 321.169 214.629 1212 315.694 211.832 1225 310.966 211.554 1225 307 212.509 1225 307.055 214.507 1225 310.959 214.475 1225 314.902 215.324 1221 319.756 217.55 1212 324.418 220.454 1204 339.683 224.245 1247 344.24 224.673 1256 348.633 225.682 1265 351.387 227.821 1549 352.636 230.395 1542 351.383 231.948 1542 349.634 230.137 1536 347.096 228.734 1265 343.379 227.661 1256 339.199 226.861 1243 326.814 227.414 1208 324.901 232.025 1221 322.016 235.381 1225 317.758 237.151 1225 317.16 241.228 1229 323.372 244.525 1243 327.577 246.121 1252 331.718 246.879 1256 333.677 243.53 1252 332.448 239.351 1238 332.518 234.634 1238 333.636 229.995 1234 309.952 247.388 1229 314.644 247.561 1234 319.488 248.255 1238 322.569 250.198 1247 325.884 250.784 1256 328.508 252.875 1265 330.665 255.192 1360 327.283 257.235 1339 323.856 257.916 1334 319.682 256.996 1252 315.316 254.698 1243 312.238 251.616 1234 312.298 248.589 1234 316.893 250.213 1238 321.368 252.235 1252 325.34 253.466 1265 328.597 254.764 1360 325.296 254.314 1265 321.252 253.031 1256 316.6 250.873 1238 294.993 215.469 1225 292.769 222.943 1229 291.215 230.569 1234 290.333 238.238 1243 290.954 245.341 1247 293.186 251.59 1243 296.731 257.058 1261 301.311 261.977 1275 307.099 266.112 1299 313.939 269.077 1294 320.422 269.49 1294 325.666 267.517 1309 330.155 264.65 1324 334.342 261.431 1350 338.237 257.57 1366 341.981 253.018 1522 345.478 248.104 1522 348.218 242.864 1536 350.28 237.184 1536 315.99 222.939 1212 342.198 233.643 1256 325.716 241.771 1238 327.804 215.541 1216 322.821 211.938 1216 316.538 208.796 1225 310.719 208.423 1225 306.295 209.452 1225 340.056 221.135 1247 344.824 221.627 1256 350.016 222.943 0 353.801 225.898 1542 355.43 229.042 1542
1390385264.630 322.697 225.907 1204 320.594 223.601 1204 317.663 222.003 1212 314.421 221.039 1216 311.295 220.828 1221 313.592 222.829 1221 316.534 224.362 1212 319.669 225.397 1204 337.945 232.246 1243 340.717 232.139 1247 343.668 233.069 1256 346.093 234.51 1256 347.639 236.377 0 345.224 236.23 0 342.586 235.328 1252 340.041 233.923 1247 327.211 218.143 1212 322.521 214.684 1212 317.146 211.926 1225 312.443 211.605 1225 308.464 212.527 1225 308.397 214.544 1221 312.357 214.528 1225 316.32 215.405 1221 321.107 217.632 1212 325.707 220.557 1208 340.783 224.412 1247 345.234 224.908 1256 349.503 226.015 0 352.149 228.187 0 353.333 230.77 1542 352.093 232.343 1536 350.391 230.477 1542 347.925 229.019 1265 344.297 227.883 1261 340.204 227.036 1243 327.77 227.806 1208 325.818 232.358 1225 322.914 235.641 1225 318.672 237.397 1225 318.078 241.486 1229 324.301 244.791 1247 328.423 246.408 1252 332.527 247.256 1256 334.556 243.937 1252 333.389 239.741 1243 333.456 235.071 1238 334.567 230.459 1238 310.799 247.42 1229 315.537 247.705 1234 320.406 248.46 1238 323.434 250.44 1252 326.722 251.05 1261 329.287 253.185 1265 331.391 255.538 1366 328.106 257.301 1350 324.762 257.767 1334 320.711 256.75 1256 316.406 254.504 1243 313.247 251.554 1234 313.139 248.603 1234 317.783 250.443 1238 322.207 252.523 1256 326.121 253.762 1265 329.411 255.05 1360 326.237 254.266 1270 322.304 252.843 1256 317.664 250.732 1238 295.734 215.828 1225 293.361 223.368 1225 291.664 231.011 1234 290.665 238.691 1243 291.238 245.797 1247 293.492 252.039 1252 297.127 257.528 1256 301.822 262.425 1280 307.726 266.563 1299 314.641 269.518 1294 321.127 269.984 1294 326.39 268.083 1309 330.896 265.306 1319 335.088 262.113 1339 338.922 258.251 1360 342.625 253.702 1522 346.059 248.808 1522 348.72 243.569 1529 350.767 237.944 1529 317.058 223.246 1208 342.989 234.228 1252 326.607 242.082 1243 329.075 215.614 1221 324.176 212.014 1216 318.001 208.909 1225 312.222 208.489 1225 307.786 209.483 1225 341.208 221.328 1247 345.886 221.897 1256 350.954 223.337 0 354.589 226.337 1542 356.131 229.485 1542
1390385264.677 323.025 225.859 1200 321.004 223.478 1204 318.106 221.849 1212 314.877 220.887 1221 311.744 220.71 1221 313.994 222.744 1221 316.904 224.295 1212 320.019 225.337 1204 338.088 232.132 1238 340.864 231.946 1247 343.819 232.826 1252 346.226 234.243 1261 347.719 236.112 1522 345.356 236.048 1261 342.737 235.185 1252 340.187 233.797 1247 327.509 218.196 1212 322.904 214.733 1212 317.622 211.919 1225 312.951 211.488 1225 308.973 212.322 1225 308.813 214.35 1221 312.8 214.434 1225 316.743 215.39 1221 321.481 217.651 1212 326.038 220.598 1208 340.881 224.416 1247 345.289 224.866 1261 349.54 225.892 1275 352.183 227.994 1542 353.368 230.532 1542 352.137 232.101 1529 350.438 230.316 1270 347.991 228.917 1270 344.391 227.835 1256 340.312 227.021 1247 327.977 227.82 1208 326.022 232.439 1225 323.142 235.854 1225 318.881 237.712 1225 318.346 241.83 1229 324.519 245.167 1247 328.676 246.778 1252 332.703 247.468 1256 334.687 244.122 1252 333.529 239.899 1243 333.625 235.126 1238 334.75 230.426 1238 310.83 247.519 1229 315.665 248.106 1234 320.539 249.025 1238 323.548 251.026 1256 326.819 251.588 1261 329.387 253.559 1265 331.531 255.698 1366 328.315 257.428 1350 325.02 257.885 1275 321.01 256.888 1256 316.682 254.667 1243 313.438 251.709 1234 313.07 248.717 1229 317.964 250.849 1238 322.403 253.026 1252 326.32 254.174 1270 329.66 255.304 1355 326.475 254.523 1270 322.573 253.106 1252 317.853 250.994 1238 295.711 215.706 1225 293.363 223.466 1229 291.714 231.315 1238 290.818 239.108 1243 291.593 246.236 1252 294.074 252.454 1247 297.835 257.858 1256 302.568 262.652 1280 308.496 266.651 1299 315.338 269.424 1294 321.652 269.687 1294 326.694 267.61 1309 331.019 264.789 1324 335.115 261.612 1339 338.928 257.726 1371 342.601 253.201 1522 345.977 248.342 1522 348.603 243.142 1529 350.669 237.609 1529 317.459 223.145 1212 343.125 234.036 1256 326.81 242.354 1238 329.375 215.712 1221 324.574 212.114 1216 318.523 208.951 1225 312.793 208.401 1225 308.357 209.298 1225 341.27 221.357 1247 345.893 221.87 1256 350.936 223.209 1275 354.585 226.134 1542 356.136 229.245 1542
1390385264.724 323.241 225.653 1200 321.254 223.213 1204 318.357 221.577 1212 315.115 220.646 1221 311.954 220.532 1221 314.233 222.553 1221 317.146 224.086 1212 320.252 225.118 1204 338.221 231.878 1238 341.018 231.645 1247 343.982 232.497 1256 346.366 233.921 0 347.818 235.831 0 345.488 235.767 0 342.884 234.907 1256 340.336 233.533 1247 327.662 218.179 1208 323.064 214.742 1212 317.794 211.958 1225 313.113 211.472 1225 309.116 212.276 1225 308.862 214.327 1221 312.918 214.437 1225 316.897 215.419 1225 321.665 217.669 1216 326.263 220.626 1208 340.921 224.348 1247 345.301 224.794 1256 349.525 225.824 1275 352.154 227.899 0 353.335 230.419 1542 352.121 232.005 1536 350.422 230.231 0 347.993 228.839 1270 344.401 227.753 1256 340.318 226.935 1243 328.145 227.649 1208 326.192 232.302 1225 323.328 235.745 1225 319.103 237.643 1221 318.611 241.778 1229 324.793 245.125 1243 328.95 246.714 1252 332.957 247.314 1256 334.902 243.958 1252 333.744 239.765 1243 333.807 234.972 1238 334.911 230.21 1238 310.904 247.475 1229 315.816 248.129 1234 320.752 249.082 1238 323.778 251.098 1256 327.061 251.642 1261 329.617 253.584 1256 331.717 255.672 1366 328.533 257.376 1350 325.249 257.833 1275 321.258 256.844 1261 316.921 254.674 1243 313.612 251.728 1234 313.1 248.659 1229 318.186 250.869 1238 322.653 253.067 1256 326.56 254.184 1265 329.877 255.294 1355 326.666 254.538 1265 322.785 253.128 1256 318.021 251.029 1243 295.338 215.784 1225 292.964 223.817 1229 291.321 231.873 1238 290.461 239.804 1247 291.354 247.001 1252 294.009 253.256 1252 297.915 258.614 1261 302.769 263.315 1284 308.83 267.189 1299 315.686 269.803 1294 321.936 269.924 1294 326.863 267.733 1309 331.074 264.847 1319 335.103 261.619 1339 338.907 257.627 1366 342.572 253.038 1522 345.93 248.115 1522 348.526 242.86 1536 350.594 237.308 1529 317.694 222.922 1212 343.264 233.747 1256 327.048 242.255 1243 329.512 215.7 1221 324.718 212.128 1216 318.7 209.005 1225 312.982 208.397 1225 308.523 209.26 1225 341.31 221.299 1243 345.911 221.81 1252 350.921 223.151 1275 354.546 226.043 0 356.093 229.138 1542
1390385264.771 323.329 225.606 1200 321.363 223.157 1204 318.477 221.534 1212 315.252 220.624 1221 312.109 220.545 1221 314.367 222.545 1221 317.265 224.06 1212 320.353 225.076 1204 338.216 231.705 1243 341.006 231.414 1247 343.975 232.226 1252 346.369 233.629 0 347.819 235.535 0 345.507 235.508 0 342.904 234.679 1256 340.346 233.329 1247 327.685 218.15 1212 323.154 214.762 1212 317.948 212.007 1225 313.314 211.509 1221 309.346 212.296 1225 309.08 214.35 1221 313.105 214.48 1221 317.053 215.464 1221 321.765 217.682 1212 326.31 220.591 1208 340.867 224.177 1243 345.224 224.578 1256 349.451 225.561 1275 352.108 227.599 0 353.321 230.102 1542 352.125 231.694 1529 350.394 229.953 0 347.948 228.591 1270 344.356 227.54 1256 340.286 226.756 1243 328.16 227.578 1208 326.201 232.264 1225 323.345 235.781 1221 319.129 237.76 1221 318.654 241.907 1229 324.799 245.216 1243 328.957 246.787 1252 332.958 247.342 1256 334.884 243.961 1252 333.719 239.728 1243 333.789 234.892 1238 334.89 230.088 1238 310.87 247.621 1229 315.8 248.323 1234 320.723 249.293 1238 323.744 251.296 1256 327.023 251.814 1256 329.613 253.711 1265 331.753 255.746 1360 328.566 257.476 1344 325.282 257.956 1275 321.277 256.996 1256 316.936 254.832 1243 313.614 251.879 1234 313.012 248.799 1229 318.168 251.039 1243 322.663 253.241 1252 326.598 254.335 1270 329.95 255.415 1355 326.691 254.718 1270 322.769 253.343 1252 317.973 251.242 1238 295.602 215.834 1229 293.255 223.882 1229 291.628 231.955 1238 290.792 239.896 1243 291.696 247.092 1247 294.355 253.364 1256 298.232 258.718 1261 303.029 263.43 1289 309.032 267.306 1299 315.846 269.901 1294 322.089 269.991 1294 327.018 267.761 1309 331.235 264.834 1324 335.282 261.582 1344 339.128 257.541 1366 342.788 252.903 1522 346.122 247.926 1522 348.695 242.618 1536 350.745 237.019 1536 317.814 222.894 1212 343.268 233.503 1256 327.056 242.31 1243 329.524 215.691 1221 324.797 212.167 1216 318.853 209.077 1225 313.19 208.456 1225 308.762 209.301 1225 341.218 221.144 1243 345.791 221.604 1256 350.799 222.881 1275 354.459 225.72 0 356.044 228.795 1542
1390385264.833 323.253 225.295 1200 321.182 222.993 1204 318.249 221.441 1212 315.006 220.541 1221 311.864 220.4 1221 314.189 222.372 1216 317.135 223.857 1212 320.258 224.838 1204 338.404 231.336 1243 341.149 231.137 1247 344.091 231.978 1256 346.502 233.362 0 348.024 235.209 0 345.666 235.139 0 343.053 234.303 1256 340.512 232.962 1247 327.721 217.531 1212 323.066 214.176 1208 317.75 211.518 1225 313.073 211.16 1221 309.092 212.054 1221 308.924 214.106 1221 312.941 214.125 1221 316.937 215.011 1221 321.709 217.16 1212 326.319 220.017 1204 341.139 223.533 1243 345.503 223.92 1256 349.715 224.914 1275 352.362 226.964 1542 353.575 229.468 1542 352.389 231.095 1529 350.664 229.319 0 348.209 227.946 1275 344.624 226.898 1256 340.578 226.138 1247 328.279 227.169 1208 326.348 231.818 1221 323.481 235.222 1225 319.27 237.134 1221 318.774 241.274 1229 325.055 244.483 1247 329.171 246.015 1252 333.217 246.686 1256 335.173 243.333 1252 334 239.132 1247 334.006 234.403 1238 335.047 229.684 1238 311.332 247.335 1229 316.159 247.654 1234 321.095 248.379 1238 324.113 250.316 1252 327.365 250.843 1256 329.871 252.878 1265 331.863 255.105 1360 328.681 256.864 1350 325.414 257.387 1275 321.435 256.477 1256 317.133 254.348 1243 313.898 251.458 1234 313.664 248.486 1229 318.479 250.375 1238 322.883 252.388 1252 326.703 253.502 1265 329.903 254.659 1360 326.785 253.931 1265 322.949 252.614 1252 318.325 250.62 1238 295.448 215.566 1229 293.098 223.434 1229 291.453 231.325 1238 290.571 239.18 1247 291.349 246.364 1252 293.852 252.644 1261 297.68 258.065 1265 302.535 262.847 1280 308.574 266.805 1294 315.478 269.496 1294 321.82 269.707 1294 326.909 267.611 1309 331.272 264.703 1324 335.386 261.398 1339 339.21 257.39 1366 342.918 252.739 1522 346.341 247.748 1522 348.953 242.401 1529 350.946 236.702 1529 317.642 222.717 1212 343.425 233.178 1256 327.268 241.66 1243 329.534 215.013 1216 324.672 211.522 1216 318.587 208.536 1225 312.87 208.082 1225 308.435 209.045 1225 341.481 220.48 1243 346.071 220.933 1256 351.075 222.231 1275 354.722 225.079 1542 356.306 228.145 1542
